id,name,favourites_count,followers_count,friends_count,listed_count,statuses_count,tribe_id,in_degree,degree,contribution_index,out_degree,messages_sent,messages_total,messages_received,alter_nudges,ego_art,alter_art,ego_nudges,reach_2,reach_2_out,community_id,community_reach,community_score,community_size,complexity_avg,happiness,stress,emotionality_avg,sentiment_avg,betweenness,closeness,betweenness_oscillation
die_regierung,Bundesregierung,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.0,15.0,,,,,,0.0,0.0,
divi_ev,DIVI e.V.,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,5,5,,,,,2.0,0.0,community_12,0.0,0.825,21.6,,,,,,0.0,0.0,0.0
fabsnavarro,Favian del Favarro,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
finanzwende,Finanzwende,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,0.8770491803278688,49.5,,,,,,0.0,0.0,
gba_b_bgh,Bundesanwaltschaft,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.0,15.0,,,,,,0.0,0.0,
istagi,David Brown Eyes,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
journalistozlem,Özlem Sarikaya,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.3333333333333333,5.0,,,,,,0.0,0.0,
juliustroeger,Julius Tröger,5892,8747,1129,423,4580,Swiss Thoughtleaders_239c07488210221c,3.0,6.0,-0.33,3.0,1,3,2,1.0,,0.0,,9.0,9.0,community_12,0.0,1.0,36.0,9.615004539489746,0.6763288974761963,0.6763288974761963,0.21996021270751953,0.6763288974761963,3.5,0.35359116022099446,
kbv4u,KBV,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_30,0.0,0.3333333333333333,5.0,,,,,,0.0,0.0,
larsweisbrod,Lars Weisbrod,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_3,0.0,0.08695652173913043,6.0,,,,,,0.0,0.0,
orkanoezdemir,Orkan ÖZDEMIR,14613,5049,1494,48,14798,Swiss Thoughtleaders_239c07488210221c,1.5,2.5,-0.9,1.0,1,8,7,1.0,2.1255555555555556,0.48736111111111113,2.0,2.5,6.25,community_20,0.0,0.5113636363636364,12.0,6.264550685882568,0.6456560492515564,0.6456560492515564,0.14889603853225708,0.6456560492515564,0.25,0.13297872340425532,
s_edain,Finrod Felagund,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
wkamaubell,W. Kamau Bell,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,37.0,,,,,,0.0,0.0,
zoe_institute,ZOE. Institute for Future-Fit Economies,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.7540983606557377,48.0,,,,,,0.0,0.0,
anjaburri,Anja Burri,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,2.0,2.0,-1.0,0.0,0,2,2,,,,,3.0,0.0,community_18,0.0,0.42424242424242425,17.0,,,,,,0.0,0.0,
bernd_dh4mbm,Bernd Neuner DH4MBM,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,1.0,51.0,,,,,,0.0,0.0,
goreliklena,Lena Gorelik,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.0,4.0,,,,,,0.0,0.0,
gri_mm,Rico Grimm,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
hebahersi,Heba Hersi,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,46.0,,,,,,0.0,0.0,
jayefkay777,JayEfKay,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,0.3409090909090909,17.0,,,,,,0.0,0.0,
josefheynckes,toto,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_3,0.0,0.125,7.0,,,,,,0.0,0.0,
megafon_rs_bern,Megafon Reitschule Bern,16150,4397,1624,25,10772,Swiss Thoughtleaders_239c07488210221c,3.0,5.0,-0.82,2.0,1,11,10,1.0,,0.0,,15.0,14.0,community_11,1.0,0.23255813953488372,12.0,6.264550685882568,0.7685244083404541,0.7685244083404541,0.14889603853225708,0.7685244083404541,0.0,0.34362139917695467,
nmcrecordings,NMC Recordings,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_5,0.0,0.0,4.5,,,,,,0.0,0.0,
nutzernameneu,"🟢🟢🟢Nutzernameneu, Minister für Oderwasauchimmer",0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,16.0,,,,,,0.0,0.0,
oliviaroellin,Olivia Röllin,867,474,257,10,259,Swiss Thoughtleaders_239c07488210221c,1.5,3.25,-0.8325,1.75,1,6,5,,0.0,,1.0,4.0,3.25,community_31,0.0,0.5849282296650717,12.25,9.037524223327637,0.8349094390869141,0.8349094390869141,0.1981671303510666,0.8349094390869141,7.374999999999999,0.09900990099009901,
pol_bildung,Politische Bildung gegen Rechtspopulismus,584,829,164,9,703,Swiss Thoughtleaders_239c07488210221c,3.0,6.0,-0.33,3.0,1,3,2,1.0,,0.0,,5.0,5.0,community_20,1.0,1.0,8.0,10.366374969482422,0.1440282166004181,0.1440282166004181,0.2442348748445511,0.1440282166004181,1.5,0.40625,
prosieben,ProSieben,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,6,6,,,,,2.1666666666666665,0.0,community_3,0.0,0.3975393841747225,11.166666666666666,,,,,,0.0,0.0,0.0
rrroughleather,Daniel Rauleder,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_3,0.0,0.4323076923076923,10.5,,,,,,0.0,0.0,
titus_meier,Titus Meier,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,0.26666666666666666,6.0,,,,,,0.0,0.0,
ulrikeorso,ulrike orso,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_24,0.0,0.36,11.0,,,,,,0.0,0.0,
alexbeisenherz,🔴Alex Beisenherz #LebenRetten #LockdownJetzt,7414,9120,943,152,8953,Swiss Thoughtleaders_239c07488210221c,2.0,4.0,-0.665,2.0,1,4,3,,0.0,,1.0,6.5,6.0,community_12,0.0,0.5296052631578947,16.5,9.731176376342773,0.5315780639648438,0.5315780639648438,0.2359360158443451,0.5315780639648438,7.25,0.17635658914728683,
andreahemmi,Andrea Hemmi,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_14,0.0,1.0,7.0,,,,,,0.0,0.0,
arianesophie85,Ariane,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
basbrinkmann,Bastian Brinkmann,1636,5664,2774,240,3965,Swiss Thoughtleaders_239c07488210221c,3.0,5.0,-0.33,2.0,1,3,2,1.0,,0.0,,10.0,9.0,community_12,0.0,1.0,17.0,10.37795352935791,0.7696380019187927,0.7696380019187927,0.227798730134964,0.7696380019187927,0.0,0.36,
cassiopeia3009,Sara Winter Sayilir,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_14,0.0,0.13043478260869565,8.0,,,,,,0.0,0.0,
jonathanb4rth,Jonathan Barth 🌍🙂🏗️,1944,988,1222,23,2179,Swiss Thoughtleaders_239c07488210221c,3.0,6.0,-0.33,3.0,1,3,2,1.0,,0.0,,15.0,15.0,community_21,0.0,0.7540983606557377,48.0,8.886021614074707,0.28526121377944946,0.28526121377944946,0.22901393473148346,0.28526121377944946,4.0,0.3464203233256351,
koch_thomas1,Thomas Koch,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_18,0.0,0.42424242424242425,17.0,,,,,,0.0,0.0,
laklab_tubs,Aidin Lak,100,56,69,0,25,Swiss Thoughtleaders_239c07488210221c,1.5,2.5,-0.5,1.0,1,3,2,,0.0,,1.0,9.5,7.5,community_12,0.0,1.0,15.0,5.690417766571045,0.9999978542327881,0.9999978542327881,0.3230387568473816,0.9999978542327881,0.0,0.18613138686131386,
marctimme,Marc Timme,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_21,0.0,0.3380952380952381,14.0,,,,,,0.0,0.0,
mohrenpost,Carline Mohr,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_16,0.0,0.6,17.0,,,,,,0.0,0.0,
punk_katz,punkkatz,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.6666666666666666,12.0,,,,,,0.0,0.0,
s_manser_egli,Stefan Manser-Egli,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,37.0,,,,,,0.0,0.0,
anna_jungen,anna jungen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_14,0.0,0.30952380952380953,7.666666666666667,,,,,,0.0,0.0,
aurelmertz,Aurel Summer Edition⛱💛,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_3,0.0,0.2709090909090909,10.5,,,,,,0.0,0.0,
barrettb,Barrett Brown,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
djv_jvbb,DJV Berlin - JVBB,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,92,92,,,,,2.0,0.0,community_19,0.0,0.2881313131313131,6.777777777777778,,,,,,0.0,0.0,0.0
eckerleisabella,Isabella Eckerle,10344,54620,909,1426,5749,Swiss Thoughtleaders_239c07488210221c,1.6153846153846154,4.615384615384615,-0.6792307692307692,3.0,22,63,41,1.4666666587193806,2.677662013888889,6.574648148148149,1.3666666448116302,6.6923076923076925,7.153846153846154,community_10,0.46153846153846156,0.65987590227304,17.53846153846154,8.211715468300714,0.19414208590036924,0.19414208590036924,0.26284000075525704,0.36916493680742046,27.692307692307693,0.13873437059966068,0.1111111111111111
gallenbitter,𝚐𝚊𝚕𝚕𝚎𝚗𝚋𝚒𝚝𝚝𝚎𝚛,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,1.0,25.0,,,,,,0.0,0.0,
hazanirayidfada,Hazani Rayid Fada,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,0.2558139534883721,13.0,,,,,,0.0,0.0,
henriettereker,Henriette Reker,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,1.0,25.0,,,,,,0.0,0.0,
marwasf,Marwa Fatafta مروة فطافطة #SaveSheikhJarrah,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,1.0,63.0,,,,,,0.0,0.0,
modekoerper,Dr.*in phil Mahret Ifeoma Kupka,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.5,0.0,community_20,0.0,0.5,15.5,,,,,,0.0,0.0,
rolwalther15,Ro Land,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,27.0,,,,,,0.0,0.0,
thelancet,The Lancet,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_10,0.0,0.37209302325581395,18.0,,,,,,0.0,0.0,
aworldtowinpod,A World to Win Podcast,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,4,4,,,,,2.0,0.0,community_21,0.0,1.0,48.0,,,,,,0.0,0.0,
belalmd12,Belal Aldabbour,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_11,0.0,0.0,3.0,,,,,,0.0,0.0,
berlinerneubau,Berliner Neubaumelder,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_19,0.0,1.0,11.0,,,,,,0.0,0.0,
drscheuch,Dr. Gerhard Scheuch,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_16,0.0,1.0,42.0,,,,,,0.0,0.0,
helmholtz_hzi,Infektionsforschung,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,2.0,2.0,-1.0,0.0,0,2,2,,,,,3.0,0.0,community_19,0.0,1.0,27.0,,,,,,0.0,0.0,
judithkormann,Judith Kormann,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_29,0.0,0.0,4.0,,,,,,0.0,0.0,
mattasamira,Samira Matta,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_6,0.0,0.2,5.0,,,,,,0.0,0.0,
neuhausc,Christina Neuhaus,7254,3719,1202,89,8784,Swiss Thoughtleaders_239c07488210221c,1.3333333333333333,1.5555555555555556,-0.9255555555555556,0.2222222222222222,1,23,22,,0.0,,1.0,3.2222222222222223,1.0,community_18,0.0,0.51010101010101,9.555555555555555,7.1517109870910645,0.20836056768894196,0.20836056768894196,0.27328944206237793,0.20836056768894196,0.0,0.0395738203957382,0.0
nzzas,NZZ am Sonntag,668,28959,129,366,17154,Swiss Thoughtleaders_239c07488210221c,1.4,1.7,-0.933,0.3,1,16,15,1.0,,0.465,,3.2,1.2,community_12,0.2,0.6357478632478633,9.2,9.556873321533203,0.8927881717681885,0.8927881717681885,0.18189913034439087,0.8927881717681885,0.0,0.041379310344827586,0.0
profsuryadeva,Surya Deva,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_20,0.0,0.35714285714285715,7.0,,,,,,0.0,0.0,
swr2wissen,SWR2 Wissen,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.3181818181818182,10.0,,,,,,0.0,0.0,
sylkegruhnwald,Sylke Gruhnwald,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,3,3,,,,,2.0,0.0,community_21,0.0,1.0,16.0,,,,,,0.0,0.0,
anncathrin87,Ann Cathrin Riedel,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,45.0,,,,,,0.0,0.0,
belobregovic,Stefan Weisenberger,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.6,11.0,,,,,,0.0,0.0,
cologne2014,T. Geller / 1. Impfung bek. 😎,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_12,0.0,1.0,27.0,,,,,,0.0,0.0,
dirkhelbing,Dirk Helbing,200,3011,129,126,1893,Swiss Thoughtleaders_239c07488210221c,2.0,13.142857142857142,0.0,11.142857142857142,104,208,104,1.366374266775031,4.989301519097221,12.927456637426902,1.2525000095367431,11.476190476190476,19.61904761904762,community_21,0.9523809523809523,0.4379473411835868,10.285714285714286,7.214085093568808,0.21107070649639384,0.21107070649639384,0.2296762622494295,0.6048418725317759,95.47619047619048,0.3949033757675412,2.2941176470588234
hankfromhell,Thomas S.,2608,31445,502,30,3123,Swiss Thoughtleaders_239c07488210221c,1.3636363636363635,1.8181818181818181,-0.9245454545454546,0.45454545454545453,2,25,23,1.0,,0.15513888888888888,,4.2727272727272725,2.8181818181818183,community_3,0.18181818181818182,0.4579461963734898,14.181818181818182,10.382847309112549,0.395052433013916,0.395052433013916,0.1621984988451004,0.395052433013916,0.0,0.06393069023739885,0.0
katrinmuff,Prof. Dr. Katrin Muff,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,4,4,,,,,2.0,0.0,community_21,0.0,0.9206349206349206,39.333333333333336,,,,,,0.0,0.0,
langstrumpfpipo,Pipo Langstrumpf🏴‍☠️ #PMTnein @pipo@chaos.social,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,0.4,6.0,,,,,,0.0,0.0,
lmu_muenchen,Universität München,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,3.0,0.0,community_12,0.0,0.3023255813953488,15.0,,,,,,0.0,0.0,
quintus_vbb,Quintus & vbb,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_19,0.0,0.07608695652173914,6.0,,,,,,0.0,0.0,
rweber_basel,Ralph Weber,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_18,0.0,0.6666666666666666,10.0,,,,,,0.0,0.0,
traufetter,traufetter,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_21,0.0,0.7540983606557377,48.0,,,,,,0.0,0.0,
audiblede,Audible.de,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_8,0.0,1.0,80.0,,,,,,0.0,0.0,
barbarableisch,Bleisch,3426,7244,652,93,1615,Swiss Thoughtleaders_239c07488210221c,2.2195121951219514,11.195121951219512,-0.018536585365853658,8.975609756097562,185,379,194,1.295495503657573,7.380657625580964,17.209150352852852,1.152261910835902,9.487804878048781,15.731707317073171,community_24,1.024390243902439,0.4525261993780602,8.170731707317072,9.552991330544328,0.16295461199078115,0.16295461199078115,0.22941381850557535,0.5022135591002858,54.646341463414636,0.4222730151319396,1.864864864864865
bnitm_de,Bernhard Nocht Institute for Tropical Medicine,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,2,2,,,,,2.0,0.0,community_12,0.0,0.5102040816326531,19.5,,,,,,0.0,0.0,
bvmwev,BVMW - Bundesverband mittelständische Wirtschaft,0,0,0,0,0,Swiss Thoughtleaders_239c07488210221c,1.0,1.0,-1.0,0.0,0,1,1,,,,,2.0,0.0,community_21,0.0,1.0,51.0,,,,,,0.0,0.0,
